SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,OrderDate
43902,1111,E3ED-44B5-B2,1,747,1,714.7043,0.00,714.704300,2011-07-01 00:00:00.000
43902,1112,E3ED-44B5-B2,1,743,1,714.7043,0.00,714.704300,2011-07-01 00:00:00.000
43902,1118,E3ED-44B5-B2,1,742,1,722.5949,0.00,722.594900,2011-07-01 00:00:00.000
43904,1129,BB8E-4008-B7,1,738,1,178.5808,0.00,178.580800,2011-07-01 00:00:00.000
43905,1137,BD2F-4FC4-A7,1,738,1,178.5808,0.00,178.580800,2011-07-01 00:00:00.000
43907,1160,9CB1-46F4-8A,2,722,1,178.5808,0.00,357.161600,2011-07-01 00:00:00.000
43907,1172,9CB1-46F4-8A,1,738,1,178.5808,0.00,178.580800,2011-07-01 00:00:00.000
43909,1184,9467-4A37-A4,3,743,1,714.7043,0.00,2144.112900,2011-07-01 00:00:00.000
43909,1188,9467-4A37-A4,2,747,1,714.7043,0.00,1429.408600,2011-07-01 00:00:00.000
43910,1198,8233-42D0-BD,1,738,1,178.5808,0.00,178.580800,2011-07-01 00:00:00.000
43911,1209,EB9C-47A4-AC,4,738,1,178.5808,0.00,714.323200,2011-07-01 00:00:00.000
43912,1236,69B6-46F8-A4,1,738,1,178.5808,0.00,178.580800,2011-07-01 00:00:00.000
43917,1273,9EDA-4CDB-A8,2,738,1,178.5808,0.00,357.161600,2011-07-01 00:00:00.000
44078,1462,6487-4A93-82,1,742,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44078,1463,6487-4A93-82,2,743,1,714.7043,0.00,1429.408600,2011-08-01 00:00:00.000
44078,1464,6487-4A93-82,1,747,1,714.7043,0.00,714.704300,2011-08-01 00:00:00.000
44079,1486,A180-4128-A7,1,722,1,178.5808,0.00,178.580800,2011-08-01 00:00:00.000
44079,1488,A180-4128-A7,1,738,1,178.5808,0.00,178.580800,2011-08-01 00:00:00.000
44081,1498,32E7-4EA4-9F,1,748,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44081,1502,32E7-4EA4-9F,1,743,1,714.7043,0.00,714.704300,2011-08-01 00:00:00.000
44085,1531,D35C-4208-A3,1,738,1,178.5808,0.00,178.580800,2011-08-01 00:00:00.000
44086,1552,B4B4-44C7-84,5,743,1,714.7043,0.00,3573.521500,2011-08-01 00:00:00.000
44086,1554,B4B4-44C7-84,3,748,1,722.5949,0.00,2167.784700,2011-08-01 00:00:00.000
44086,1558,B4B4-44C7-84,4,747,1,714.7043,0.00,2858.817200,2011-08-01 00:00:00.000
44086,1562,B4B4-44C7-84,3,742,1,722.5949,0.00,2167.784700,2011-08-01 00:00:00.000
44092,1591,6AE1-4759-B9,4,738,1,178.5808,0.00,714.323200,2011-08-01 00:00:00.000
44093,1612,8356-4625-B2,1,738,1,178.5808,0.00,178.580800,2011-08-01 00:00:00.000
44095,1622,97A5-4FCA-88,1,743,1,714.7043,0.00,714.704300,2011-08-01 00:00:00.000
44095,1624,97A5-4FCA-88,1,748,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44095,1625,97A5-4FCA-88,2,742,1,722.5949,0.00,1445.189800,2011-08-01 00:00:00.000
44100,1654,D5BC-4BB2-BF,2,748,1,722.5949,0.00,1445.189800,2011-08-01 00:00:00.000
44100,1655,D5BC-4BB2-BF,2,747,1,714.7043,0.00,1429.408600,2011-08-01 00:00:00.000
44100,1658,D5BC-4BB2-BF,2,743,1,714.7043,0.00,1429.408600,2011-08-01 00:00:00.000
44107,1704,99CE-4ADA-B1,2,722,1,178.5808,0.00,357.161600,2011-08-01 00:00:00.000
44109,1721,1055-4F53-BB,4,738,1,178.5808,0.00,714.323200,2011-08-01 00:00:00.000
44110,1743,D69E-4EC8-8A,1,738,1,178.5808,0.00,178.580800,2011-08-01 00:00:00.000
44111,1765,CFDA-475D-95,1,738,1,178.5808,0.00,178.580800,2011-08-01 00:00:00.000
44113,1786,B9C7-4334-81,2,747,1,714.7043,0.00,1429.408600,2011-08-01 00:00:00.000
44113,1788,B9C7-4334-81,1,743,1,714.7043,0.00,714.704300,2011-08-01 00:00:00.000
44113,1790,B9C7-4334-81,1,748,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44113,1792,B9C7-4334-81,1,742,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44114,1799,3082-4C08-AA,3,738,1,178.5808,0.00,535.742400,2011-08-01 00:00:00.000
44115,1816,5360-4C42-90,1,747,1,714.7043,0.00,714.704300,2011-08-01 00:00:00.000
44115,1817,5360-4C42-90,1,743,1,714.7043,0.00,714.704300,2011-08-01 00:00:00.000
44115,1824,5360-4C42-90,1,748,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44115,1826,5360-4C42-90,3,742,1,722.5949,0.00,2167.784700,2011-08-01 00:00:00.000
44117,1848,37DA-4DAE-BD,2,738,1,178.5808,0.00,357.161600,2011-08-01 00:00:00.000
44120,1873,E001-437D-A1,1,742,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44120,1878,E001-437D-A1,1,748,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44120,1879,E001-437D-A1,3,747,1,714.7043,0.00,2144.112900,2011-08-01 00:00:00.000
44120,1880,E001-437D-A1,1,743,1,714.7043,0.00,714.704300,2011-08-01 00:00:00.000
44121,1885,FE2E-4885-B3,1,742,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44121,1886,FE2E-4885-B3,1,748,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44121,1892,FE2E-4885-B3,2,743,1,714.7043,0.00,1429.408600,2011-08-01 00:00:00.000
44121,1897,FE2E-4885-B3,1,747,1,714.7043,0.00,714.704300,2011-08-01 00:00:00.000
44124,1907,2927-45C2-BE,1,722,1,178.5808,0.00,178.580800,2011-08-01 00:00:00.000
44127,1934,E778-471D-8A,1,748,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44127,1935,E778-471D-8A,6,742,1,722.5949,0.00,4335.569400,2011-08-01 00:00:00.000
44127,1936,E778-471D-8A,2,747,1,714.7043,0.00,1429.408600,2011-08-01 00:00:00.000
44127,1954,E778-471D-8A,3,743,1,714.7043,0.00,2144.112900,2011-08-01 00:00:00.000
44129,1970,CE0D-4824-A6,3,722,1,178.5808,0.00,535.742400,2011-08-01 00:00:00.000
44129,1980,CE0D-4824-A6,3,738,1,178.5808,0.00,535.742400,2011-08-01 00:00:00.000
44130,1998,A870-450A-8A,1,747,1,714.7043,0.00,714.704300,2011-08-01 00:00:00.000
44130,2002,A870-450A-8A,1,748,1,722.5949,0.00,722.594900,2011-08-01 00:00:00.000
44130,2004,A870-450A-8A,2,743,1,714.7043,0.00,1429.408600,2011-08-01 00:00:00.000
44133,2029,4899-4DD6-93,3,738,1,178.5808,0.00,535.742400,2011-08-01 00:00:00.000
44282,2184,57B6-44F8-98,2,739,1,722.5949,0.00,1445.189800,2011-08-31 00:00:00.000
44282,2191,57B6-44F8-98,2,742,1,722.5949,0.00,1445.189800,2011-08-31 00:00:00.000
44282,2192,57B6-44F8-98,1,743,1,714.7043,0.00,714.704300,2011-08-31 00:00:00.000
44283,2203,D5FF-488D-B7,1,736,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44283,2206,D5FF-488D-B7,3,722,1,178.5808,0.00,535.742400,2011-08-31 00:00:00.000
44283,2216,D5FF-488D-B7,2,717,1,758.0759,0.00,1516.151800,2011-08-31 00:00:00.000
44283,2222,D5FF-488D-B7,2,738,1,178.5808,0.00,357.161600,2011-08-31 00:00:00.000
44285,2250,33BA-457C-B7,2,743,1,714.7043,0.00,1429.408600,2011-08-31 00:00:00.000
44285,2251,33BA-457C-B7,4,748,1,722.5949,0.00,2890.379600,2011-08-31 00:00:00.000
44288,2270,6F5C-4E3C-B5,1,717,1,758.0759,0.00,758.075900,2011-08-31 00:00:00.000
44288,2277,6F5C-4E3C-B5,3,738,1,178.5808,0.00,535.742400,2011-08-31 00:00:00.000
44288,2285,6F5C-4E3C-B5,5,722,1,178.5808,0.00,892.904000,2011-08-31 00:00:00.000
44288,2288,6F5C-4E3C-B5,3,718,1,758.0759,0.00,2274.227700,2011-08-31 00:00:00.000
44288,2296,6F5C-4E3C-B5,1,736,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44291,2304,460C-4ED5-BF,4,739,1,722.5949,0.00,2890.379600,2011-08-31 00:00:00.000
44293,2331,A1AE-48E7-A4,1,738,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44294,2335,F4DE-4BA0-B1,1,743,1,714.7043,0.00,714.704300,2011-08-31 00:00:00.000
44294,2341,F4DE-4BA0-B1,1,748,1,722.5949,0.00,722.594900,2011-08-31 00:00:00.000
44296,2355,DE85-42AB-AC,1,738,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44298,2412,960B-4C26-9F,2,722,1,178.5808,0.00,357.161600,2011-08-31 00:00:00.000
44298,2414,960B-4C26-9F,1,738,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44299,2439,AFF1-4CD9-9A,1,738,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44301,2453,34BE-4E85-85,2,722,1,178.5808,0.00,357.161600,2011-08-31 00:00:00.000
44301,2475,34BE-4E85-85,1,738,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44304,2484,D34C-4225-A3,1,742,1,722.5949,0.00,722.594900,2011-08-31 00:00:00.000
44304,2485,D34C-4225-A3,1,743,1,714.7043,0.00,714.704300,2011-08-31 00:00:00.000
44304,2489,D34C-4225-A3,1,748,1,722.5949,0.00,722.594900,2011-08-31 00:00:00.000
44305,2495,E906-4DF2-BE,2,743,1,714.7043,0.00,1429.408600,2011-08-31 00:00:00.000
44306,2523,464C-43BA-9F,1,738,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44311,2568,1B1A-46AE-93,1,718,1,758.0759,0.00,758.075900,2011-08-31 00:00:00.000
44311,2569,1B1A-46AE-93,1,736,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44313,2588,6613-4427-84,3,738,1,178.5808,0.00,535.742400,2011-08-31 00:00:00.000
44314,2602,6FDF-4206-A7,2,717,1,758.0759,0.00,1516.151800,2011-08-31 00:00:00.000
44314,2604,6FDF-4206-A7,4,722,1,178.5808,0.00,714.323200,2011-08-31 00:00:00.000
44314,2610,6FDF-4206-A7,1,718,1,758.0759,0.00,758.075900,2011-08-31 00:00:00.000
44314,2612,6FDF-4206-A7,1,736,1,178.5808,0.00,178.580800,2011-08-31 00:00:00.000
44314,2616,6FDF-4206-A7,4,738,1,178.5808,0.00,714.323200,2011-08-31 00:00:00.000
44317,2648,BE9B-42BA-87,2,738,1,178.5808,0.00,357.161600,2011-08-31 00:00:00.000
44318,2660,6965-4539-96,1,748,1,722.5949,0.00,722.594900,2011-08-31 00:00:00.000
44319,2675,FBB9-4CD9-A1,1,748,1,722.5949,0.00,722.594900,2011-08-31 00:00:00.000
44488,2871,18BD-4C15-81,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44488,2887,18BD-4C15-81,2,738,1,178.5808,0.00,357.161600,2011-10-01 00:00:00.000
44492,2911,8AF8-4DDE-A8,2,748,1,722.5949,0.00,1445.189800,2011-10-01 00:00:00.000
44492,2927,8AF8-4DDE-A8,4,743,1,714.7043,0.00,2858.817200,2011-10-01 00:00:00.000
44498,2997,7715-4053-B5,1,738,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44501,3019,4971-4FC0-A3,1,738,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44502,3034,5EC5-4410-9C,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44502,3036,5EC5-4410-9C,2,738,1,178.5808,0.00,357.161600,2011-10-01 00:00:00.000
44504,3068,CFE2-4C08-B0,1,738,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44505,3083,5D07-4BE7-A6,1,742,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44506,3104,CD67-4B07-B6,1,738,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44506,3105,CD67-4B07-B6,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44507,3117,0B2D-4AB3-BE,3,748,1,722.5949,0.00,2167.784700,2011-10-01 00:00:00.000
44507,3118,0B2D-4AB3-BE,1,742,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44507,3121,0B2D-4AB3-BE,1,743,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44507,3124,0B2D-4AB3-BE,1,747,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44509,3154,FAD7-4A4C-B0,3,738,1,178.5808,0.00,535.742400,2011-10-01 00:00:00.000
44509,3164,FAD7-4A4C-B0,4,722,1,178.5808,0.00,714.323200,2011-10-01 00:00:00.000
44513,3180,A881-41E7-AD,1,748,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44513,3187,A881-41E7-AD,3,743,1,714.7043,0.00,2144.112900,2011-10-01 00:00:00.000
44514,3191,7135-4E3F-B3,1,742,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44514,3196,7135-4E3F-B3,1,739,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44517,3211,47C8-4635-A6,4,722,1,178.5808,0.00,714.323200,2011-10-01 00:00:00.000
44518,3245,359F-48A3-B9,3,742,1,722.5949,0.00,2167.784700,2011-10-01 00:00:00.000
44518,3252,359F-48A3-B9,2,748,1,722.5949,0.00,1445.189800,2011-10-01 00:00:00.000
44518,3254,359F-48A3-B9,2,747,1,714.7043,0.00,1429.408600,2011-10-01 00:00:00.000
44520,3263,5BE0-436B-8C,2,717,1,758.0759,0.00,1516.151800,2011-10-01 00:00:00.000
44520,3273,5BE0-436B-8C,1,736,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44520,3276,5BE0-436B-8C,7,738,1,178.5808,0.00,1250.065600,2011-10-01 00:00:00.000
44520,3284,5BE0-436B-8C,2,722,1,178.5808,0.00,357.161600,2011-10-01 00:00:00.000
44521,3303,E46D-4692-AC,4,738,1,178.5808,0.00,714.323200,2011-10-01 00:00:00.000
44522,3331,B9A9-4D27-B7,2,738,1,178.5808,0.00,357.161600,2011-10-01 00:00:00.000
44522,3334,B9A9-4D27-B7,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44523,3339,BE2B-4DB0-8E,2,743,1,714.7043,0.00,1429.408600,2011-10-01 00:00:00.000
44523,3342,BE2B-4DB0-8E,2,748,1,722.5949,0.00,1445.189800,2011-10-01 00:00:00.000
44525,3381,E0C6-40AA-AD,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44526,3389,9F1A-4CE0-93,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44528,3406,D619-4D58-9D,1,748,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44528,3408,D619-4D58-9D,1,743,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44530,3417,46CE-47C5-B3,3,743,1,714.7043,0.00,2144.112900,2011-10-01 00:00:00.000
44530,3420,46CE-47C5-B3,3,742,1,722.5949,0.00,2167.784700,2011-10-01 00:00:00.000
44530,3423,46CE-47C5-B3,2,748,1,722.5949,0.00,1445.189800,2011-10-01 00:00:00.000
44530,3425,46CE-47C5-B3,1,747,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44531,3440,E4D9-426B-8B,1,717,1,758.0759,0.00,758.075900,2011-10-01 00:00:00.000
44531,3443,E4D9-426B-8B,1,736,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44531,3446,E4D9-426B-8B,1,718,1,758.0759,0.00,758.075900,2011-10-01 00:00:00.000
44531,3447,E4D9-426B-8B,1,738,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44533,3462,6A24-4735-B2,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44534,3484,07F6-4A99-A3,1,743,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44534,3486,07F6-4A99-A3,3,748,1,722.5949,0.00,2167.784700,2011-10-01 00:00:00.000
44534,3490,07F6-4A99-A3,1,747,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44535,3496,26EF-4A69-B0,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44536,3506,C50F-4F81-96,1,742,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44538,3527,E495-47A9-AD,5,722,1,178.5808,0.00,892.904000,2011-10-01 00:00:00.000
44538,3535,E495-47A9-AD,6,738,1,178.5808,0.00,1071.484800,2011-10-01 00:00:00.000
44539,3543,EEA8-46E8-87,2,748,1,722.5949,0.00,1445.189800,2011-10-01 00:00:00.000
44540,3548,4773-44B5-9B,1,742,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44540,3549,4773-44B5-9B,3,747,1,714.7043,0.00,2144.112900,2011-10-01 00:00:00.000
44544,3583,E01E-42FD-93,1,743,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44547,3610,801C-4288-87,3,738,1,178.5808,0.00,535.742400,2011-10-01 00:00:00.000
44547,3615,801C-4288-87,2,722,1,178.5808,0.00,357.161600,2011-10-01 00:00:00.000
44550,3649,0BDF-4CBE-88,1,738,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44552,3684,79A1-4836-9F,1,748,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44552,3686,79A1-4836-9F,1,747,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44552,3693,79A1-4836-9F,3,742,1,722.5949,0.00,2167.784700,2011-10-01 00:00:00.000
44552,3696,79A1-4836-9F,2,739,1,722.5949,0.00,1445.189800,2011-10-01 00:00:00.000
44552,3697,79A1-4836-9F,2,743,1,714.7043,0.00,1429.408600,2011-10-01 00:00:00.000
44554,3701,FEFE-4C28-A1,1,742,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44555,3711,51FA-451D-A2,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44556,3725,4B50-4F3F-A9,1,743,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44557,3751,2D19-4C49-B1,1,722,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44559,3774,8618-4A1B-AD,2,722,1,178.5808,0.00,357.161600,2011-10-01 00:00:00.000
44559,3780,8618-4A1B-AD,1,738,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44560,3782,CED4-47AE-86,1,736,1,178.5808,0.00,178.580800,2011-10-01 00:00:00.000
44560,3783,CED4-47AE-86,1,718,1,758.0759,0.00,758.075900,2011-10-01 00:00:00.000
44561,3784,C323-4470-8B,1,747,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44561,3788,C323-4470-8B,2,748,1,722.5949,0.00,1445.189800,2011-10-01 00:00:00.000
44562,3811,1856-47B2-AD,3,722,1,178.5808,0.00,535.742400,2011-10-01 00:00:00.000
44563,3833,9AFF-40A9-96,4,738,1,178.5808,0.00,714.323200,2011-10-01 00:00:00.000
44564,3853,142F-443C-90,5,722,1,178.5808,0.00,892.904000,2011-10-01 00:00:00.000
44566,3868,482A-4537-98,1,743,1,714.7043,0.00,714.704300,2011-10-01 00:00:00.000
44566,3879,482A-4537-98,1,748,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44568,3895,F675-42E0-A0,1,742,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44568,3896,F675-42E0-A0,1,739,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44569,3898,108F-4BDB-85,2,747,1,714.7043,0.00,1429.408600,2011-10-01 00:00:00.000
44569,3902,108F-4BDB-85,1,742,1,722.5949,0.00,722.594900,2011-10-01 00:00:00.000
44569,3904,108F-4BDB-85,2,743,1,714.7043,0.00,1429.408600,2011-10-01 00:00:00.000
44569,3909,108F-4BDB-85,2,748,1,722.5949,0.00,1445.189800,2011-10-01 00:00:00.000
44570,3938,4132-4AE3-99,3,738,1,178.5808,0.00,535.742400,2011-10-01 00:00:00.000
