ProductID,PredictedOrderQty,LastMonthSales,PercentageIncrease
924,36.17524251894461,33.0,93.9616688803756
925,55.64993325674779,45.0,82.44434556555228
926,72.49041166221969,42.0,115.9846586595515
944,38.482009503037474,46.0,81.87661596390952
945,60.80184420661127,90.0,62.682313615063165
947,43.15685203057999,32.0,162.85604539841506
949,33.443581213955355,65.0,52.66705702985095
951,64.86667364448986,58.0,102.15224195982655
953,77.75485496590228,73.0,191.9872962121044
954,85.45606554378482,101.0,138.95295210371515
955,37.00654356480134,79.0,81.33306277978316
956,16.679713732474312,54.0,46.33253814576197
957,55.79733972823311,123.0,78.58780243413115
958,50.88041883730429,70.0,139.39840777343642
959,12.832473048266948,64.0,36.66420870933414
960,4.659022761287012,44.0,17.255639856618565
961,47.273909979599665,92.0,97.47197933938075
962,49.4151914722105,73.0,119.07275053544699
963,21.726844000109164,52.0,70.08659354873924
964,16.653895025420148,38.0,81.23851231912266
965,61.12964289804214,80.0,143.83445387774623
966,60.04798324548857,108.0,93.09764844261792
967,37.92449976827349,72.0,89.23411710181998
968,17.521719900523756,61.0,43.80429975130939
969,109.94722199070942,95.0,199.90403998310805
970,28.150170648977777,60.0,85.30354742114477
971,15.152001621395836,41.0,56.118524523688286
972,67.9763738131965,107.0,114.24600640873362
973,157.91315792144476,120.0,219.32383044645104
974,55.59002849679542,103.0,90.39029023869173
975,54.574751495047295,55.0,124.0335261251075
976,143.0334577728786,143.0,163.46680888328981
977,54.34040877301181,98.0,84.90688870783096
978,23.464515079594435,28.0,134.0829433119682
979,42.47389353547922,91.0,91.34170652791231
980,31.355698580459276,42.0,104.51899526819759
981,73.11775970455213,43.0,281.2221527098159
982,16.193820751142056,52.0,47.62888456218251
983,29.064300698324374,46.0,90.82593968226367
984,39.73011844002115,35.0,189.1910401905769
985,39.390072232721984,46.0,160.7758050315183
986,41.793726864296985,28.0,261.21079290185617
987,47.994151006684035,45.0,188.212356888957
988,35.69442773212099,54.0,120.99806010888472
989,33.500575991670416,20.0,279.17146659725347
990,30.34812329920134,27.0,202.32082199467558
991,25.82613397843724,26.0,151.9184351672779
992,27.176652225749173,42.0,102.55340462546857
993,20.397482635415667,31.0,123.62110688130707
994,65.8367988315357,59.0,105.33887813045712
996,54.37000508250971,75.0,85.62205524804678
997,54.85072810091283,70.0,97.94772875163005
998,155.28681977273862,127.0,187.0925539430586
999,103.02291545247058,125.0,122.64632791960783
707,306.0608578236551,233.5,131.0753138431071
708,347.5108897403245,255.5,136.01208991793524
711,337.7547435065424,262.5,128.66847371677807
712,363.30478440134453,274.5,132.35146972726577
714,107.33204013311537,93.5,114.79362581081858
715,219.84910786040336,152.0,144.6375709607917
716,71.78595408004895,55.0,130.51991650917992
858,82.41963589890021,71.5,115.27221804041987
859,148.448224274641,113.0,131.3701099775584
860,62.807293158616204,54.5,115.24273974058019
864,366.899445960318,202.5,181.18491158534223
865,152.0107719467013,102.0,149.03016857519737
867,269.6763629644248,154.5,174.54780774396428
868,99.0913928133167,64.0,154.83030127080735
869,269.6140667634288,151.0,178.55236209498597
870,653.0289472992474,401.5,162.64730941450745
871,57.02495685497725,146.5,38.92488522524044
872,30.137880432186492,99.0,30.44230346685504
873,249.3215145346947,259.0,96.26313302497866
874,106.27749322005843,65.5,162.25571483978388
875,207.85343763943212,123.5,168.30237865541062
876,247.35834484717626,152.0,162.73575318893174
877,309.8721547045659,189.0,163.95352100770683
878,64.25103350858883,155.5,41.31899261002497
879,13.696320796104043,12.0,114.13600663420036
880,253.9394042811087,155.5,163.30508313897664
881,140.65832805574905,89.5,157.16014307904922
882,17.158496954548152,34.0,50.46616751337692
883,271.70113782948056,156.5,173.61095068976394
884,316.40040929707146,183.5,172.4252911700662
921,173.6531120894755,233.0,74.52923265642725
922,147.13092940107572,187.5,78.46982901390706
923,82.34568855125772,115.5,71.29496844264737
929,72.1607833768957,86.5,83.42287095594878
930,68.2478962103427,97.0,70.35865588695124
931,62.69603405372585,76.0,82.49478164963928
932,66.63881968098337,70.5,94.52314848366437
933,48.05859308230892,55.0,87.37926014965257
934,43.867347466142675,69.5,63.118485562795215
713,31.486530207159586,36.5,86.26446632098516
866,18.496700732077187,16.0,115.60437957548243
928,65.4641320350623,65.0,100.71404928471124
